 num     #instances         #bytes  class name (module)
 419:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@17)
 420:             1             24  java.util.Scanner$PatternLRUCache (java.base@17)
 421:             1             24  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base@17)
 422:             1             24  java.util.jar.Manifest (java.base@17)
 423:             1             24  java.util.regex.Pattern$$Lambda$21/0x80000002a (java.base@17)
 424:             1             24  java.util.regex.Pattern$BmpCharProperty (java.base@17)
 425:             1             24  java.util.regex.Pattern$CharPredicate$$Lambda$21/0x0000000800c4de68 (java.base@17)
 426:             1             24  java.util.regex.Pattern$CharProperty (java.base@17)
 427:             1             24  java.util.regex.Pattern$Dollar (java.base@17)
 428:             1             24  java.util.regex.Pattern$GroupHead (java.base@17)
 429:             1             24  java.util.regex.Pattern$GroupTail (java.base@17)
 430:             1             24  java.util.regex.Pattern$Slice (java.base@17)
 431:             1             24  java.util.zip.Inflater$InflaterZStreamRef (java.base@17)
 432:             1             24  jdk.internal.jimage.ImageReader (java.base@17)
 433:             1             24  jdk.internal.loader.URLClassPath$FileLoader (java.base@17)
 434:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@17)
 435:             1             24  jdk.internal.module.ModuleHashes (java.base@17)
 436:             1             24  jdk.internal.ref.CleanerImpl (java.base@17)
 437:             1             24  ru.job4j.tracker.MemTracker
 438:             1             24  ru.job4j.tracker.ValidateInput
 439:             1             24  sun.instrument.TransformerManager (java.instrument@17)
 440:             1             24  sun.nio.ch.Util$BufferCache (java.base@17)
 441:             1             24  sun.nio.cs.ISO_8859_1 (java.base@17)
 442:             1             24  sun.nio.cs.MS1251 (java.base@17)
 443:             1             24  sun.nio.cs.StandardCharsets (java.base@17)
 444:             1             24  sun.nio.cs.US_ASCII (java.base@17)
 445:             1             24  sun.nio.cs.UTF_16 (java.base@17)
 446:             1             24  sun.nio.cs.UTF_16BE (java.base@17)
 447:             1             24  sun.nio.cs.UTF_16LE (java.base@17)
 448:             1             24  sun.nio.cs.UTF_8 (java.base@17)
 449:             1             24  sun.nio.fs.WindowsFileSystem (java.base@17)
 450:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@17)
 451:             1             24  sun.util.locale.BaseLocale$Cache (java.base@17)
 452:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@17)
 453:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@17)
 454:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@17)
 455:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@17)
 456:             1             16  [F (java.base@17)
 457:             1             16  [Ljava.lang.Throwable; (java.base@17)
 458:             1             16  [Ljava.security.cert.Certificate; (java.base@17)
 459:             1             16  [Ljava.text.FieldPosition; (java.base@17)
 460:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@17)
 461:             1             16  [Ljava.util.regex.IntHashSet; (java.base@17)
 462:             1             16  [Lsun.instrument.TransformerManager$TransformerInfo; (java.instrument@17)
 463:             1             16  java.io.FileDescriptor$1 (java.base@17)
 464:             1             16  java.io.RandomAccessFile$2 (java.base@17)
 465:             1             16  java.lang.CharacterData00 (java.base@17)
 466:             1             16  java.lang.CharacterDataLatin1 (java.base@17)
 467:             1             16  java.lang.ClassValue$Identity (java.base@17)
 468:             1             16  java.lang.Float (java.base@17)
 469:             1             16  java.lang.Runtime (java.base@17)
 470:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@17)
 471:             1             16  java.lang.System$2 (java.base@17)
 472:             1             16  java.lang.Terminator$1 (java.base@17)
 473:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@17)
 474:             1             16  java.lang.invoke.MemberName$Factory (java.base@17)
 475:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@17)
 476:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@17)
 477:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@17)
 478:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@17)
 479:             1             16  java.lang.invoke.VarHandle$1 (java.base@17)
 480:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@17)
 481:             1             16  java.lang.ref.Cleaner (java.base@17)
 482:             1             16  java.lang.ref.Cleaner$1 (java.base@17)
 483:             1             16  java.lang.ref.Reference$1 (java.base@17)
 484:             1             16  java.lang.reflect.ReflectAccess (java.base@17)
 485:             1             16  java.net.InetAddress$1 (java.base@17)
 486:             1             16  java.net.InetAddress$PlatformNameService (java.base@17)
 487:             1             16  java.net.SocketImpl$$Lambda$14/0x0000000800c456b8 (java.base@17)
 488:             1             16  java.net.URI$1 (java.base@17)
 489:             1             16  java.net.URL$3 (java.base@17)
 490:             1             16  java.net.URL$DefaultFactory (java.base@17)
 491:             1             16  java.nio.Bits$1 (java.base@17)
 492:             1             16  java.nio.Buffer$1 (java.base@17)
 493:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@17)
 494:             1             16  java.text.DecimalFormatSymbols$$Lambda$59/0x800000061 (java.base@17)
 495:             1             16  java.time.Clock$SystemClock (java.base@17)
 496:             1             16  java.time.chrono.IsoChronology (java.base@17)
 497:             1             16  java.time.format.DateTimeFormatter$$Lambda$49/0x800000057 (java.base@17)
 498:             1             16  java.time.format.DateTimeFormatter$$Lambda$50/0x800000058 (java.base@17)
 499:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda$48/0x800000056 (java.base@17)
 500:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@17)
 501:             1             16  java.time.format.DateTimeTextProvider (java.base@17)
 502:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@17)
 503:             1             16  java.util.Collections$EmptyEnumeration (java.base@17)
 504:             1             16  java.util.Collections$EmptyIterator (java.base@17)
 505:             1             16  java.util.Collections$EmptyList (java.base@17)
 506:             1             16  java.util.Collections$EmptySet (java.base@17)
 507:             1             16  java.util.EnumMap$1 (java.base@17)
 508:             1             16  java.util.Locale$Builder (java.base@17)
 509:             1             16  java.util.ResourceBundle$1 (java.base@17)
 510:             1             16  java.util.ResourceBundle$Control (java.base@17)
 511:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@17)
 512:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@17)
 513:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@17)
 514:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@17)
 515:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@17)
 516:             1             16  java.util.jar.Attributes (java.base@17)
 517:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@17)
 518:             1             16  java.util.regex.CharPredicates$$Lambda$15/0x0000000800c47178 (java.base@17)
 519:             1             16  java.util.regex.CharPredicates$$Lambda$18/0x0000000800c4c238 (java.base@17)
 520:             1             16  java.util.regex.Pattern$$Lambda$16/0x0000000800c49d48 (java.base@17)
 521:             1             16  java.util.regex.Pattern$$Lambda$31/0x0000000800c504b0 (java.base@17)
 522:             1             16  java.util.regex.Pattern$BitClass (java.base@17)
 523:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x80000002d (java.base@17)
 524:             1             16  java.util.regex.Pattern$LastNode (java.base@17)
 525:             1             16  java.util.regex.Pattern$Node (java.base@17)
 526:             1             16  java.util.stream.Collectors$$Lambda$5/0x800000010 (java.base@17)
 527:             1             16  java.util.stream.Collectors$$Lambda$6/0x800000011 (java.base@17)
 528:             1             16  java.util.stream.Collectors$$Lambda$7/0x800000016 (java.base@17)
 529:             1             16  java.util.stream.Collectors$$Lambda$8/0x800000017 (java.base@17)
 530:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$60/0x800000062 (java.base@17)
 531:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$61/0x800000063 (java.base@17)
 532:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$62/0x800000064 (java.base@17)
 533:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$63/0x800000065 (java.base@17)
 534:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001a (java.base@17)
 535:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001b (java.base@17)
 536:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001c (java.base@17)
 537:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001d (java.base@17)
 538:             1             16  java.util.zip.ZipFile$1 (java.base@17)
 539:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@17)
 540:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@17)
 541:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@17)
 542:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17)
 543:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17)
 544:             1             16  jdk.internal.misc.Unsafe (java.base@17)
 545:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x800000002 (java.base@17)
 546:             1             16  jdk.internal.module.DefaultRoots$$Lambda$16/0x80000001f (java.base@17)
 547:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x800000004 (java.base@17)
 548:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x800000007 (java.base@17)
 549:             1             16  jdk.internal.module.ModulePatcher (java.base@17)
 550:             1             16  jdk.internal.module.ModuleTarget (java.base@17)
 551:             1             16  jdk.internal.perf.Perf (java.base@17)
 552:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17)
 553:             1             16  jdk.internal.util.Preconditions$1 (java.base@17)
 554:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@17)
 555:             1             16  ru.job4j.tracker.ConsoleInput
 556:             1             16  ru.job4j.tracker.ConsoleOutput
 557:             1             16  ru.job4j.tracker.CreateMultipleItems
 558:             1             16  ru.job4j.tracker.DeleteMultipleItems
 559:             1             16  ru.job4j.tracker.ExitAction
 560:             1             16  ru.job4j.tracker.FindAllAction
 561:             1             16  ru.job4j.tracker.FindByIdAction
 562:             1             16  ru.job4j.tracker.FindByNameAction
 563:             1             16  ru.job4j.tracker.ReplaceAction
 564:             1             16  ru.job4j.tracker.StartUI
 565:             1             16  sun.net.spi.DefaultProxySelector (java.base@17)
 566:             1             16  sun.net.www.protocol.file.Handler (java.base@17)
 567:             1             16  sun.net.www.protocol.jar.Handler (java.base@17)
 568:             1             16  sun.net.www.protocol.jrt.Handler (java.base@17)
 569:             1             16  sun.nio.ch.Net$1 (java.base@17)
 570:             1             16  sun.nio.ch.NioSocketImpl$$Lambda$17/0x0000000800c49b28 (java.base@17)
 571:             1             16  sun.nio.ch.NioSocketImpl$1 (java.base@17)
 572:             1             16  sun.nio.ch.SocketDispatcher (java.base@17)
 573:             1             16  sun.nio.ch.Util$1 (java.base@17)
 574:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@17)
 575:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@17)
 576:             1             16  sun.util.calendar.Gregorian (java.base@17)
 577:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@17)
 578:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda$51/0x800000059 (java.base@17)
 579:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@17)
 580:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@17)
 581:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@17)
 582:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@17)
Total         41286        2389816
