 num     #instances         #bytes  class name (module)
 413:             1             16  java.lang.invoke.StringConcatFactory$1 (java.base@17)
 414:             1             16  java.lang.invoke.StringConcatFactory$2 (java.base@17)
 415:             1             16  java.lang.invoke.StringConcatFactory$3 (java.base@17)
 416:             1             16  java.lang.invoke.VarHandle$1 (java.base@17)
 417:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@17)
 418:             1             16  java.lang.ref.Cleaner (java.base@17)
 419:             1             16  java.lang.ref.Cleaner$1 (java.base@17)
 420:             1             16  java.lang.ref.Reference$1 (java.base@17)
 421:             1             16  java.lang.reflect.ReflectAccess (java.base@17)
 422:             1             16  java.net.InetAddress$1 (java.base@17)
 423:             1             16  java.net.InetAddress$PlatformNameService (java.base@17)
 424:             1             16  java.net.SocketImpl$$Lambda$14/0x0000000800c456b8 (java.base@17)
 425:             1             16  java.net.URI$1 (java.base@17)
 426:             1             16  java.net.URL$3 (java.base@17)
 427:             1             16  java.net.URL$DefaultFactory (java.base@17)
 428:             1             16  java.nio.Bits$1 (java.base@17)
 429:             1             16  java.nio.Buffer$1 (java.base@17)
 430:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@17)
 431:             1             16  java.text.DecimalFormatSymbols$$Lambda$59/0x800000061 (java.base@17)
 432:             1             16  java.util.Collections$EmptyEnumeration (java.base@17)
 433:             1             16  java.util.Collections$EmptyIterator (java.base@17)
 434:             1             16  java.util.Collections$EmptyList (java.base@17)
 435:             1             16  java.util.Collections$EmptySet (java.base@17)
 436:             1             16  java.util.EnumMap$1 (java.base@17)
 437:             1             16  java.util.HashMap$Values (java.base@17)
 438:             1             16  java.util.Locale$Builder (java.base@17)
 439:             1             16  java.util.ResourceBundle$1 (java.base@17)
 440:             1             16  java.util.ResourceBundle$Control (java.base@17)
 441:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@17)
 442:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@17)
 443:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@17)
 444:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@17)
 445:             1             16  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@17)
 446:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@17)
 447:             1             16  java.util.jar.Attributes (java.base@17)
 448:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@17)
 449:             1             16  java.util.regex.CharPredicates$$Lambda$15/0x0000000800c47178 (java.base@17)
 450:             1             16  java.util.regex.CharPredicates$$Lambda$18/0x0000000800c4c238 (java.base@17)
 451:             1             16  java.util.regex.Pattern$$Lambda$16/0x0000000800c49d48 (java.base@17)
 452:             1             16  java.util.regex.Pattern$$Lambda$31/0x0000000800c504b0 (java.base@17)
 453:             1             16  java.util.regex.Pattern$BitClass (java.base@17)
 454:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x80000002d (java.base@17)
 455:             1             16  java.util.regex.Pattern$LastNode (java.base@17)
 456:             1             16  java.util.regex.Pattern$Node (java.base@17)
 457:             1             16  java.util.stream.Collectors$$Lambda$5/0x800000010 (java.base@17)
 458:             1             16  java.util.stream.Collectors$$Lambda$6/0x800000011 (java.base@17)
 459:             1             16  java.util.stream.Collectors$$Lambda$7/0x800000016 (java.base@17)
 460:             1             16  java.util.stream.Collectors$$Lambda$8/0x800000017 (java.base@17)
 461:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$60/0x800000062 (java.base@17)
 462:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$61/0x800000063 (java.base@17)
 463:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$62/0x800000064 (java.base@17)
 464:             1             16  java.util.stream.FindOps$FindSink$OfInt$$Lambda$63/0x800000065 (java.base@17)
 465:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$11/0x80000001a (java.base@17)
 466:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$12/0x80000001b (java.base@17)
 467:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$13/0x80000001c (java.base@17)
 468:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$14/0x80000001d (java.base@17)
 469:             1             16  java.util.zip.ZipFile$1 (java.base@17)
 470:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@17)
 471:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@17)
 472:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@17)
 473:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@17)
 474:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@17)
 475:             1             16  jdk.internal.misc.Unsafe (java.base@17)
 476:             1             16  jdk.internal.module.DefaultRoots$$Lambda$1/0x800000002 (java.base@17)
 477:             1             16  jdk.internal.module.DefaultRoots$$Lambda$16/0x80000001f (java.base@17)
 478:             1             16  jdk.internal.module.DefaultRoots$$Lambda$2/0x800000004 (java.base@17)
 479:             1             16  jdk.internal.module.DefaultRoots$$Lambda$4/0x800000007 (java.base@17)
 480:             1             16  jdk.internal.module.ModulePatcher (java.base@17)
 481:             1             16  jdk.internal.module.ModuleTarget (java.base@17)
 482:             1             16  jdk.internal.perf.Perf (java.base@17)
 483:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@17)
 484:             1             16  jdk.internal.util.Preconditions$1 (java.base@17)
 485:             1             16  jdk.net.ExtendedSocketOptions$PlatformSocketOptions (jdk.net@17)
 486:             1             16  ru.job4j.tracker.ConsoleInput
 487:             1             16  ru.job4j.tracker.ConsoleOutput
 488:             1             16  ru.job4j.tracker.CreateMultipleItems
 489:             1             16  ru.job4j.tracker.DeleteMultipleItems
 490:             1             16  ru.job4j.tracker.ExitAction
 491:             1             16  ru.job4j.tracker.FindAllAction
 492:             1             16  ru.job4j.tracker.FindByIdAction
 493:             1             16  ru.job4j.tracker.FindByNameAction
 494:             1             16  ru.job4j.tracker.ReplaceAction
 495:             1             16  ru.job4j.tracker.StartUI
 496:             1             16  sun.net.spi.DefaultProxySelector (java.base@17)
 497:             1             16  sun.net.www.protocol.file.Handler (java.base@17)
 498:             1             16  sun.net.www.protocol.jar.Handler (java.base@17)
 499:             1             16  sun.net.www.protocol.jrt.Handler (java.base@17)
 500:             1             16  sun.nio.ch.Net$1 (java.base@17)
 501:             1             16  sun.nio.ch.NioSocketImpl$$Lambda$17/0x0000000800c49b28 (java.base@17)
 502:             1             16  sun.nio.ch.NioSocketImpl$1 (java.base@17)
 503:             1             16  sun.nio.ch.SocketDispatcher (java.base@17)
 504:             1             16  sun.nio.ch.Util$1 (java.base@17)
 505:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@17)
 506:             1             16  sun.nio.fs.WindowsFileSystemProvider (java.base@17)
 507:             1             16  sun.util.calendar.Gregorian (java.base@17)
 508:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@17)
 509:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda$51/0x800000059 (java.base@17)
 510:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@17)
 511:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@17)
 512:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@17)
 513:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@17)
Total         35507        1666872
